date,value
10/8/2020,105.945
11/8/2020,106.48
12/8/2020,106.8621
13/08/2020,106.963
14/08/2020,106.591
15/08/2020,106.591
17/08/2020,106.034
18/08/2020,105.365
19/08/2020,105.996
20/08/2020,105.7435
21/08/2020,105.795
22/08/2020,105.795
24/08/2020,105.971
25/08/2020,106.371
26/08/2020,105.865
27/08/2020,106.603
28/08/2020,105.365
29/08/2020,105.365
31/08/2020,105.883
1/9/2020,105.942
2/9/2020,106.193
3/9/2020,106.1745
4/9/2020,106.2395
5/9/2020,106.2395
7/9/2020,106.3121
8/9/2020,105.9745
9/9/2020,106.207
10/9/2020,106.164
11/9/2020,106.155
12/9/2020,106.155
14/09/2020,105.725
15/09/2020,105.416
16/09/2020,104.9915
17/09/2020,104.725
18/09/2020,104.558
19/09/2020,104.558
21/09/2020,104.682
22/09/2020,104.9955
23/09/2020,105.343
24/09/2020,105.415
25/09/2020,105.591
26/09/2020,105.591
28/09/2020,105.534
29/09/2020,105.653
30/09/2020,105.425
1/10/2020,105.571
2/10/2020,105.335
3/10/2020,105.335
5/10/2020,105.762
6/10/2020,105.632
7/10/2020,105.961
8/10/2020,106.014
9/10/2020,105.635
10/10/2020,105.635
12/10/2020,105.339
13/10/2020,105.4702
14/10/2020,105.1895
15/10/2020,105.389
16/10/2020,105.395
17/10/2020,105.395
19/10/2020,105.465
20/10/2020,105.482
21/10/2020,104.575
22/10/2020,104.861
23/10/2020,104.7585
24/10/2020,104.7585
26/10/2020,104.884
27/10/2020,104.511
28/10/2020,104.303
29/10/2020,104.61
30/10/2020,104.655
31/10/2020,104.655
2/11/2020,104.7465
3/11/2020,104.5995
4/11/2020,104.4875
5/11/2020,103.6215
6/11/2020,103.3475
7/11/2020,103.3475
9/11/2020,105.283
10/11/2020,105.268
11/11/2020,105.4275
12/11/2020,105.113
13/11/2020,104.6405
14/11/2020,104.692
16/11/2020,104.581
17/11/2020,104.1935
18/11/2020,103.8105
19/11/2020,103.791
20/11/2020,103.862
21/11/2020,103.862
23/11/2020,104.4895
24/11/2020,104.4895
25/11/2020,104.4515
26/11/2020,104.255
27/11/2020,104.066
28/11/2020,104.066
30/11/2020,104.339
1/12/2020,104.3285
2/12/2020,104.4399
3/12/2020,103.867
4/12/2020,104.1595
5/12/2020,104.1595
7/12/2020,104.0402
8/12/2020,104.1625
9/12/2020,104.2755
10/12/2020,104.2315
11/12/2020,104.012
12/12/2020,104.012
14/12/2020,104.022
15/12/2020,103.686
16/12/2020,103.447
17/12/2020,103.1135
18/12/2020,103.3185
19/12/2020,103.3185
21/12/2020,103.338
22/12/2020,103.6265
23/12/2020,103.5402
24/12/2020,103.663
25/12/2020,103.5038
26/12/2020,103.5038
28/12/2020,103.78
29/12/2020,103.5455
30/12/2020,103.202
31/12/2020,103.245
1/1/2021,103.2404
2/1/2021,103.2404
4/1/2021,103.1195
5/1/2021,102.719
6/1/2021,103.0585
7/1/2021,103.8575
8/1/2021,103.9285
9/1/2021,103.9285
11/1/2021,104.2205
12/1/2021,103.784
13/01/2021,103.8735
14/01/2021,103.822
15/01/2021,103.914
16/01/2021,103.914
18/01/2021,103.704
19/01/2021,103.9015
20/01/2021,103.567
21/01/2021,103.5135
22/01/2021,103.765
23/01/2021,103.765
25/01/2021,103.769
26/01/2021,103.639
27/01/2021,104.09
28/01/2021,104.244
29/01/2021,104.715
30/01/2021,104.715
1/2/2021,104.9495
2/2/2021,104.9955
3/2/2021,105.031
4/2/2021,105.541
5/2/2021,105.3555
6/2/2021,105.3555
8/2/2021,105.228
9/2/2021,104.583
10/2/2021,104.6201
11/2/2021,104.7545
12/2/2021,104.945
13/02/2021,104.945
15/02/2021,105.349
16/02/2021,106.1029
17/02/2021,105.8855
18/02/2021,105.696
19/02/2021,105.6455
20/02/2021,105.6455
22/02/2021,105.0635
23/02/2021,105.245
24/02/2021,105.883
25/02/2021,106.2415
26/02/2021,106.5995
27/02/2021,106.5995
1/3/2021,106.768
2/3/2021,106.7295
3/3/2021,107.012
4/3/2021,107.985
5/3/2021,108.405
6/3/2021,108.405
8/3/2021,108.9185
9/3/2021,108.5185
10/3/2021,108.413
11/3/2021,108.521
12/3/2021,108.985
13/03/2021,108.985
15/03/2021,109.1305
16/03/2021,108.985
