date,value
11/27/2016,113.22
11/28/2016,111.94
11/29/2016,112.38
11/30/2016,114.46
12/1/2016,114.1
12/2/2016,113.51
12/3/2016,113.51
12/4/2016,113.51
12/5/2016,113.85
12/6/2016,114.02
12/7/2016,113.77
12/8/2016,114.04
12/9/2016,115.32
12/10/2016,115.32
12/11/2016,115.32
12/12/2016,115.02
12/13/2016,115.19
12/14/2016,117.04
12/15/2016,118.18
12/16/2016,117.93
12/17/2016,117.93
12/18/2016,117.93
12/19/2016,117.09
12/20/2016,117.86
12/21/2016,117.55
12/22/2016,117.54
12/23/2016,117.33
12/24/2016,117.33
12/25/2016,117.33
12/26/2016,117.1
12/27/2016,117.43
12/28/2016,117.26
12/29/2016,116.54
12/30/2016,116.96
12/31/2016,116.96
1/1/2017,116.96
1/2/2017,117.55
1/3/2017,117.75
1/4/2017,117.25
1/5/2017,115.35
1/6/2017,117.02
1/7/2017,117.02
1/8/2017,117.02
1/9/2017,116.03
1/10/2017,115.77
1/11/2017,115.41
1/12/2017,114.72
1/13/2017,114.49
1/14/2017,114.49
1/15/2017,114.49
1/16/2017,114.2
1/17/2017,112.62
1/18/2017,114.65
1/19/2017,114.86
1/20/2017,114.62
1/21/2017,114.62
1/22/2017,114.62
1/23/2017,112.71
1/24/2017,113.79
1/25/2017,113.28
1/26/2017,114.53
1/27/2017,115.1
1/28/2017,115.1
1/29/2017,115.1
1/30/2017,113.77
1/31/2017,112.8
2/1/2017,113.25
2/2/2017,112.8
2/3/2017,112.61
2/4/2017,112.61
2/5/2017,112.61
2/6/2017,111.74
2/7/2017,112.39
2/8/2017,111.93
2/9/2017,113.25
2/10/2017,113.22
2/11/2017,113.22
2/12/2017,113.22
2/13/2017,113.74
2/14/2017,114.26
2/15/2017,114.16
2/16/2017,113.24
2/17/2017,112.84
2/18/2017,112.84
2/19/2017,112.84
2/20/2017,113.1
2/21/2017,113.68
2/22/2017,113.31
2/23/2017,112.61
2/24/2017,112.12
2/25/2017,112.12
2/26/2017,112.12
2/27/2017,112.7
2/28/2017,112.77
3/1/2017,113.73
3/2/2017,114.41
3/3/2017,114.04
3/4/2017,114.04
3/5/2017,114.04
3/6/2017,113.89
3/7/2017,113.98
3/8/2017,114.35
3/9/2017,114.95
3/10/2017,114.79
3/11/2017,114.79
3/12/2017,114.79
3/13/2017,114.88
3/14/2017,114.75
3/15/2017,113.38
3/16/2017,113.31
3/17/2017,112.7
3/18/2017,112.7
3/19/2017,112.7
3/20/2017,112.55
3/21/2017,111.71
3/22/2017,111.16
3/23/2017,110.94
3/24/2017,111.34
3/25/2017,111.34
3/26/2017,111.34
3/27/2017,110.66
3/28/2017,111.15
3/29/2017,111.04
3/30/2017,111.92
3/31/2017,111.39
4/1/2017,111.39
4/2/2017,111.39
4/3/2017,110.9
4/4/2017,110.74
4/5/2017,110.7
4/6/2017,110.81
4/7/2017,111.09
4/8/2017,111.09
4/9/2017,111.09
4/10/2017,110.94
4/11/2017,109.62
4/12/2017,109.03
4/13/2017,109.09
4/14/2017,108.64
4/15/2017,108.64
4/16/2017,108.64
4/17/2017,108.91
4/18/2017,108.43
4/19/2017,108.86
4/20/2017,109.32
4/21/2017,109.09
4/22/2017,109.09
4/23/2017,109.09
4/24/2017,109.77
4/25/2017,111.09
4/26/2017,111.06
4/27/2017,111.26
4/28/2017,111.49
4/29/2017,111.49
4/30/2017,111.49
5/1/2017,111.84
5/2/2017,111.99
5/3/2017,112.75
5/4/2017,112.46
5/5/2017,112.71
5/6/2017,112.71
5/7/2017,112.71
5/8/2017,113.26
5/9/2017,113.98
5/10/2017,114.28
5/11/2017,113.86
5/12/2017,113.38
5/13/2017,113.38
5/14/2017,113.38
5/15/2017,113.79
5/16/2017,113.12
5/17/2017,110.83
5/18/2017,111.49
5/19/2017,111.26
5/20/2017,111.26
5/21/2017,111.26
5/22/2017,111.3
5/23/2017,111.78
5/24/2017,111.49
5/25/2017,111.84
5/26/2017,111.33
5/27/2017,111.33
5/28/2017,111.33
5/29/2017,111.27
5/30/2017,110.85
5/31/2017,110.78
6/1/2017,111.37
6/2/2017,110.4
6/3/2017,110.4
6/4/2017,110.4
6/5/2017,110.45
6/6/2017,109.41
6/7/2017,109.82
6/8/2017,110.02
6/9/2017,110.32
6/10/2017,110.32
6/11/2017,110.32
6/12/2017,109.95
6/13/2017,110.07
6/14/2017,109.58
6/15/2017,110.93
6/16/2017,110.88
6/17/2017,110.88
6/18/2017,110.88
6/19/2017,111.53
6/20/2017,111.45
6/21/2017,111.38
6/22/2017,111.33
6/23/2017,111.28
6/24/2017,111.28
6/25/2017,111.28
6/26/2017,111.86
6/27/2017,112.35
6/28/2017,112.3
6/29/2017,112.18
6/30/2017,112.39
7/1/2017,112.39
7/2/2017,112.39
7/3/2017,113.38
7/4/2017,113.28
7/5/2017,113.26
7/6/2017,113.22
7/7/2017,113.92
7/8/2017,113.92
7/9/2017,113.92
7/10/2017,114.04
7/11/2017,113.94
7/12/2017,113.17
7/13/2017,113.28
7/14/2017,112.53
7/15/2017,112.53
7/16/2017,112.53
7/17/2017,112.63
7/18/2017,112.07
7/19/2017,111.97
7/20/2017,111.91
7/21/2017,111.13
7/22/2017,111.13
7/23/2017,111.13
7/24/2017,111.1
7/25/2017,111.89
7/26/2017,111.18
7/27/2017,111.26
7/28/2017,110.68
7/29/2017,110.68
7/30/2017,110.68
7/31/2017,110.26
8/1/2017,110.36
8/2/2017,110.72
8/3/2017,110.05
8/4/2017,110.69
8/5/2017,110.69
8/6/2017,110.69
8/7/2017,110.75
8/8/2017,110.32
8/9/2017,110.07
8/10/2017,109.2
8/11/2017,109.19
8/12/2017,109.19
8/13/2017,109.19
8/14/2017,109.63
8/15/2017,110.67
8/16/2017,110.19
8/17/2017,109.57
8/18/2017,109.18
8/19/2017,109.18
8/20/2017,109.18
8/21/2017,108.98
8/22/2017,109.57
8/23/2017,109.04
8/24/2017,109.56
8/25/2017,109.36
8/26/2017,109.36
8/27/2017,109.36
8/28/2017,109.25
8/29/2017,109.71
8/30/2017,110.24
8/31/2017,109.98
9/1/2017,110.25
9/2/2017,110.25
9/3/2017,110.25
9/4/2017,109.72
9/5/2017,108.81
9/6/2017,109.22
9/7/2017,108.45
9/8/2017,107.84
9/9/2017,107.84
9/10/2017,107.84
9/11/2017,109.39
9/12/2017,110.17
9/13/2017,110.49
9/14/2017,110.24
9/15/2017,110.83
9/16/2017,110.83
9/17/2017,110.83
9/18/2017,111.57
9/19/2017,111.59
9/20/2017,112.22
9/21/2017,112.48
9/22/2017,111.99
9/23/2017,111.99
9/24/2017,111.99
9/25/2017,111.73
9/26/2017,112.24
9/27/2017,112.84
9/28/2017,112.34
9/29/2017,112.51
9/30/2017,112.51
10/1/2017,112.51
10/2/2017,112.77
10/3/2017,112.85
10/4/2017,112.76
10/5/2017,112.82
10/6/2017,112.65
10/7/2017,112.65
10/8/2017,112.65
10/9/2017,112.68
10/10/2017,112.45
10/11/2017,112.5
10/12/2017,112.28
10/13/2017,111.82
10/14/2017,111.82
10/15/2017,111.82
10/16/2017,112.19
10/17/2017,112.2
10/18/2017,112.94
10/19/2017,112.54
10/20/2017,113.52
10/21/2017,113.52
10/22/2017,113.52
10/23/2017,113.43
10/24/2017,113.9
10/25/2017,113.74
10/26/2017,113.98
10/27/2017,113.67
10/28/2017,113.67
10/29/2017,113.67
10/30/2017,113.18
10/31/2017,113.64
11/1/2017,114.18
11/2/2017,114.08
11/3/2017,114.07
11/4/2017,114.07
11/5/2017,114.07
11/6/2017,113.71
11/7/2017,114.01
11/8/2017,113.87
11/9/2017,113.47
11/10/2017,113.53
11/11/2017,113.53
11/12/2017,113.53
11/13/2017,113.62
11/14/2017,113.46
11/15/2017,112.88
11/16/2017,113.06
11/17/2017,112.1
11/18/2017,112.1
11/19/2017,112.1
11/20/2017,112.62
11/21/2017,112.45
11/22/2017,111.22
11/23/2017,111.22
11/24/2017,111.53
11/25/2017,111.53
11/26/2017,111.53
11/27/2017,111.09
11/28/2017,111.48
11/29/2017,111.93
11/30/2017,112.54
12/1/2017,112.17
12/2/2017,112.17
12/3/2017,112.17
12/4/2017,112.41
12/5/2017,112.6
12/6/2017,112.29
12/7/2017,113.09
12/8/2017,113.48
12/9/2017,113.48
12/10/2017,113.48
12/11/2017,113.56
12/12/2017,113.55
12/13/2017,112.54
12/14/2017,112.39
12/15/2017,112.6
12/16/2017,112.6
12/17/2017,112.6
12/18/2017,112.55
12/19/2017,112.89
12/20/2017,113.4
12/21/2017,113.33
12/22/2017,113.29
12/23/2017,113.29
12/24/2017,113.29
12/25/2017,113.26
12/26/2017,113.23
12/27/2017,113.35
12/28/2017,112.87
12/29/2017,112.69
